id,gender,first_name,middle_name,last_name,nickname,ssn,sexual_orientation,age,generation,date_of_birth,time_of_birth,date_of_death,hair_color,hair_type,eye_color,height,weight,blood_type_allele,mannerisms,positive_traits,neutral_traits,negative_traits,phone_number,email,passport,drivers_license,home,vehicle,bank_account,pet,marital_status,spouse,maiden_name,children,siblings,parent_a,parent_b,employer,role,salary,work_days,work_hours,patron_of,list_of_family,is_alive,parents,can_work,can_marry,is_working,age_group,full_name,name,title,gender_abbr,desired_gender,body_mass_index,format_weight,format_height,years_lived,blood_type
Pa848,Male,Reginald,John,Stokes,Reg,069-04-0573,Heterosexual,40,2,2059-06-16,08:56 AM,,Red,Straight,Blue,59.5,176.1,OOdd,Walks with erect posture,"Solid, Active, Herioc",Subjective,"Unrestrained, Unreflective, Ritualistic",(618) 453-5153,Personal: rstokes616@yakoo.com,Passport: A62336865 - Exp: Jan 2105,Driver's License: D28RIBT1 - Exp: Apr 2103,"Residence (val:2/size:2): 7A East Larch Street - Apartment 2B, Baxter Center, Dumphrey - 00000",Black 1999 Ford F350 Super Duty Super Cab - Pickup - ZPA 906,Bank Account (758258761): $0.01,,Single,,,[],[P434d],Shelly Stokes (2026 - 2100),Danny Michael Stokes (2037 - 2100),,Unemployed,0,[],[],[],"[P4605, P73fd, P434d]",True,Shelly Stokes and Daniel Stokes,True,True,False,Middle Age,Reginald John Stokes,Reg Stokes,Mr.,M,Female,35.0,176 lbs,"5' 0""",2059 -  ,O-
Pc19e,Female,Elizabeth,Maria,Brown,,572-33-6568,Heterosexual,51,2,2048-06-10,04:09 AM,2100-01-01,Black,Wavy,Hazel,66.7,138.3,OADD,Plays with index finger,"Nonauthoritarian, Clear-headed, Steadfast",Stubborn,"Decadent, Inhibited, Asocial",(349) 476-6765,Personal: green522@hokmail.com,Passport: F97656599 - Exp: Jun 2104,Driver's License: S00UDBP7 - Exp: Nov 2103,"Residence (val:2/size:4): 45 Greenaway Road - Apartment 1206, Baxter Center, Dumphrey - 00000",Gray 2009 Chevrolet Malibu - Sedan - 3-L0205,"Bank Account (165344399): $36,770.39",,Married,Carlos Johnathan Brown (2041 - 2100),Green,"[Pe4f2, P06dc]","[P9895, P9576, P67ef, P62bf]",Melinda Sarah Green (2035 -  ),Brandon Todd Green (2021 -  ),,Unemployed,0,[],[],[],"[P551d, P7ac4, P9acb, Pe4f2, P06dc, P9895, P9576, P67ef, P62bf]",False,Mel Green and Brandon Green,True,True,False,Middle Age (Deceased),Elizabeth Maria Brown,Elizabeth Brown,Mrs.,F,Male,21.9,138 lbs,"5' 7""",2048 - 2100,O+
P9895,Female,Tina,Jessica,Bryant,Jess,600-24-3103,Homosexual,57,2,2042-10-26,10:05 PM,2100-01-01,Blonde,Curly,Hazel,63.4,145.0,OBDD,Sweats excessively,"Sensitive, Intelligent, Steadfast",Soft,"Odd, Narcissistic, Dependent",(981) 666-5996,Personal: green815@outkook.com,Passport: Q41944824 - Exp: Feb 2104,Driver's License: Y67SFCQ0 - Exp: May 2100,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 905, Baxter Center, Dumphrey - 00000",Silver 2014 Ram 3500 Regular Cab - Pickup - SAI 777,"Bank Account (625217959): $41,563.71",,Married,Laura Bryant (2042 - 2099),Green,"[Pc5c3, P9165, P0b55]","[Pc19e, P9576, P67ef, P62bf]",Melinda Sarah Green (2035 -  ),Brandon Todd Green (2021 -  ),,Unemployed,0,[],[],[],"[P551d, P7ac4, P91a5, Pc5c3, P9165, P0b55, Pc19e, P9576, P67ef, P62bf]",False,Mel Green and Brandon Green,True,True,False,Middle Age (Deceased),Tina Jessica Bryant,Jess Bryant,Mrs.,F,Female,25.4,145 lbs,"5' 3""",2042 - 2100,O+
P9576,Female,Kathleen,Emily,Green,,041-18-9622,Homosexual,42,2,2057-04-29,06:36 PM,,Black,Straight,Green,64.2,136.9,OBDD,Cracking knuckles,"Tasteful, Daring, Accessible",Ascetic,"Envious, Imitative, Inhibited",(791) 256-4809,Personal: kgreen@yakoo.com,Passport: D58019244 - Exp: Feb 2102,Driver's License: Z95JGMX8 - Exp: Jan 2106,"Residence (val:3/size:4): 23 West Chestnut Street - Apartment 307, Baxter Center, Dumphrey - 00000","Blue 2018 Subaru Impreza - Wagon, Sedan - 580 MRU","Bank Account (180813350): $1,325.42",,Single,,,[],"[Pc19e, P9895, P67ef, P62bf]",Melinda Sarah Green (2035 -  ),Brandon Todd Green (2021 -  ),,Unemployed,0,[],[],[],"[P551d, P7ac4, Pc19e, P9895, P67ef, P62bf]",True,Mel Green and Brandon Green,True,True,False,Middle Age,Kathleen Emily Green,Kathleen Green,Ms.,F,Female,23.4,137 lbs,"5' 4""",2057 -  ,O+
P67ef,Female,Debbie,Theresa,Green,,409-20-4207,Asexual,42,2,2057-04-17,02:39 PM,2100-01-01,Black,Wavy,Amber,64.8,136.0,OBDd,Wears hats consistently,"Decisive, Stable, Skillful",Undemanding,"Foolish, Indulgent, Desperate",(325) 610-8975,Personal: debbiegreen417@kmail.com,Passport: F72993147 - Exp: Apr 2109,Driver's License: Z69ZQLL2 - Exp: Dec 2105,"Residence (val:1/size:2): 33 Rogers Street, Baxter Center, Dumphrey - 00000",,"Bank Account (669709175): $18,108.76","Animal(name='Sparkle', animal_type='Bird', breed='Canary', age=7, gender='Male')",Single,,,[],"[Pc19e, P9895, P9576, P62bf]",Melinda Sarah Green (2035 -  ),Brandon Todd Green (2021 -  ),,Unemployed,0,[],[],[],"[P551d, P7ac4, Pc19e, P9895, P9576, P62bf]",False,Mel Green and Brandon Green,True,False,False,Middle Age (Deceased),Debbie Theresa Green,Debbie Green,Ms.,F,Male,22.8,136 lbs,"5' 5""",2057 - 2100,O+
P62bf,Male,Michael,Robert,Green,Micah,287-29-0711,Heterosexual,56,2,2043-02-23,05:12 PM,,Black,Flowing,Brown,68.0,183.5,OADD,Tells jokes to anyone who will listen,"Vivacious, Leaderly, Uncomplaining",Proud,"Rigid, Offhand, Hateful",(291) 845-0477,Personal: michaelgreen43@kmail.com,Passport: S05986019 - Exp: Sep 2102,Driver's License: V53PKJY1 - Exp: May 2099,"Residence (val:5/size:5): 20 West Birch Street, Baxter Center, Dumphrey - 00000",Red 2010 Nissan Xterra - SUV - 6-3098T,"Bank Account (587248516): $4,380.68",,Married,Alison Amber Green (2048 - 2100),,[P9d5f],"[Pc19e, P9895, P9576, P67ef]",Melinda Sarah Green (2035 -  ),Brandon Todd Green (2021 -  ),,Unemployed,0,[],[],[],"[P551d, P7ac4, Pf87f, P9d5f, Pc19e, P9895, P9576, P67ef]",True,Mel Green and Brandon Green,True,True,False,Middle Age,Michael Robert Green,Micah Green,Mr.,M,Female,27.9,184 lbs,"5' 8""",2043 -  ,O+
P1e60,Female,Rebecca,Maria,Lewis,,570-04-8559,Bisexual,55,2,2044-02-04,02:06 PM,,Black,Wavy,Green,67.3,123.3,OADd,Shakes head while looking upward,"Wise, Flexible, Innovative",Ordinary,"Confused, Tasteless, Morbid",(602) 492-2741,Personal: rlewis24@kmail.com,Passport: Z26206747 - Exp: Sep 2105,Driver's License: A88BPYB7 - Exp: Sep 2105,"Residence (val:2/size:4): 45 Greenaway Road - Apartment 109, Baxter Center, Dumphrey - 00000",White 2017 Jaguar XF - Sedan - 1LL1496,"Bank Account (126891972): $3,816.43",,Single,,,[],[Pcec0],Jessica Lewis (2037 - 2100),Erin Mallory Lewis (2033 - 2100),,Unemployed,0,[],[],[],"[Pa913, P2b2e, Pcec0]",True,Jess Lewis and Erin Lewis,True,True,False,Middle Age,Rebecca Maria Lewis,Rebecca Lewis,Ms.,F,Male,19.1,123 lbs,"5' 7""",2044 -  ,O+
Pcec0,Male,Cristian,Bobby,Lewis,Bob,397-21-2387,Homosexual,53,2,2046-02-08,04:13 AM,,Black,Curly,Green,76.4,195.8,OADd,Keeps shoulders back and down,"Incorruptible, Gracious, Lyrical",Aggressive,"Childish, Criminal, Extravagant",(736) 281-0632,Personal: clewis@kmail.com,Passport: H83994793 - Exp: Apr 2109,Driver's License: K07SFGD3 - Exp: Apr 2103,"Residence (val:4/size:4): 31 West Chestnut Street - Apartment C9, Baxter Center, Dumphrey - 00000","Blue 2001 Chrysler Sebring - Sedan, Coupe, Convertible - 23J LJ9",Bank Account (428003409): $17.47,,Married,Christopher Jonathon Gomez (2042 -  ),,"[P2121, P4bf8]",[P1e60],Jessica Lewis (2037 - 2100),Erin Mallory Lewis (2033 - 2100),,Unemployed,0,[],[],[],"[Pa913, P2b2e, P481b, P2121, P4bf8, P1e60]",True,Jess Lewis and Erin Lewis,True,True,False,Middle Age,Cristian Bobby Lewis,Bob Lewis,Mr.,M,Male,23.6,196 lbs,"6' 4""",2046 -  ,O+
Pf87f,Female,Alison,Amber,Green,Ali,065-18-8029,Heterosexual,51,2,2048-06-05,01:47 PM,2100-01-01,Black,Touseled,Hazel,65.5,130.2,OADd,Twirls hair absentmindedly while speaking to their beloved,"Allocentric, Imaginative, Freethinking",Stubborn,"Imitative, Venal, Negativistic",(586) 755-1375,Personal: alisonphillips@kmail.com,Passport: P39246766 - Exp: Apr 2102,Driver's License: O46ATVN6 - Exp: Jun 2100,"Residence (val:5/size:5): 20 West Birch Street, Baxter Center, Dumphrey - 00000",Gray 2010 Dodge Dakota Extended Cab - Pickup - UZE 267,"Bank Account (468537349): $11,587.69",,Married,Michael Robert Green (2043 -  ),Phillips,[P9d5f],"[P4c47, P1b6d, Pe3a9]",Billy Russell Phillips (2033 - 2080),Nicole Katherine Griffin (2036 - 2100),,Unemployed,0,[],[],[],"[P8d43, P08fe, P62bf, P9d5f, P4c47, P1b6d, Pe3a9]",False,Billy Phillips and Nicole Griffin,True,True,False,Middle Age (Deceased),Alison Amber Green,Ali Green,Mrs.,F,Male,21.3,130 lbs,"5' 6""",2048 - 2100,O+
P4c47,Male,Benjamin,,Phillips,Bennie,173-28-1817,Heterosexual,53,2,2046-06-28,08:12 AM,,Brown,Unkempt,Brown,64.5,147.1,OAdd,Walks with erect posture,"Thorough, Moderate, Invulnerable",Quiet,"Obvious, Fraudulent, Delicate",(536) 646-5080,Personal: bphillips418@kmail.com,Passport: P57295945 - Exp: Dec 2103,Driver's License: O31JOAE0 - Exp: Aug 2106,"Residence (val:1/size:2): 36 Rogers Street, Baxter Center, Dumphrey - 00000",Black 2006 MAZDA MAZDA5 - Van/Minivan - U54 4ZV,"Bank Account (984224166): $2,686.75",,Single,,,[],"[Pf87f, P1b6d, Pe3a9]",Billy Russell Phillips (2033 - 2080),Nicole Katherine Griffin (2036 - 2100),,Unemployed,0,[],[],[],"[P8d43, P08fe, Pf87f, P1b6d, Pe3a9]",True,Billy Phillips and Nicole Griffin,True,True,False,Middle Age,Benjamin Phillips,Bennie Phillips,Mr.,M,Female,24.9,147 lbs,"5' 4""",2046 -  ,O-
P1b6d,Male,James,,Phillips,,526-45-6976,Heterosexual,52,2,2047-11-05,12:05 PM,,Black,Frizzy,Brown,66.7,174.7,BADd,Holds eye contact when interacting,"Conscientious, Agreeable, Self-reliant",Modern,"Repressed, Cynical, Odd",(986) 191-6227,Personal: jphillips47@yakoo.com,Passport: O45627232 - Exp: Apr 2107,Driver's License: W89KBQP0 - Exp: Mar 2099,"Residence (val:3/size:19): 15 East Maple Street - Apartment 1106, Baxter Center, Dumphrey - 00000",,"Bank Account (415166057): $25,583.75",,Married,Andrea Victoria Phillips (2057 -  ),,"[P4ea6, P335d, P4e78]","[Pf87f, P4c47, Pe3a9]",Billy Russell Phillips (2033 - 2080),Nicole Katherine Griffin (2036 - 2100),,Unemployed,0,[],[],[],"[P8d43, P08fe, Peb2d, P4ea6, P335d, P4e78, Pf87f, P4c47, Pe3a9]",True,Billy Phillips and Nicole Griffin,True,True,False,Middle Age,James Phillips,James Phillips,Mr.,M,Female,27.6,175 lbs,"5' 7""",2047 -  ,B+
Pe3a9,Female,Sandra,Diane,Phillips,Dian,047-45-5195,Homosexual,53,2,2046-04-17,06:36 AM,,Black,Frizzy,Brown,61.9,145.9,BADd,Wears a cravat,"Scholarly, Selfless, Realistic",Big-thinking,"Asocial, Dissonant, Abrasive",(494) 721-6384,Personal: sphillips@kmail.com,Passport: G70942787 - Exp: Aug 2108,Driver's License: Y84IZTL9 - Exp: Aug 2100,"Residence (val:1/size:4): 46 Cantor Street - Apartment 501, Baxter Center, Dumphrey - 00000",Gray 2011 Cadillac STS - Sedan - 1TA W15,Bank Account (252706716): $13.91,,Married,Lisa Brenda Osborne (2060 -  ),,"[Ped84, Pfd4f]","[Pf87f, P4c47, P1b6d]",Billy Russell Phillips (2033 - 2080),Nicole Katherine Griffin (2036 - 2100),,Unemployed,0,[],[],[],"[P8d43, P08fe, P0f61, Ped84, Pfd4f, Pf87f, P4c47, P1b6d]",True,Billy Phillips and Nicole Griffin,True,True,False,Middle Age,Sandra Diane Phillips,Dian Phillips,Mrs.,F,Female,26.8,146 lbs,"5' 2""",2046 -  ,B+
Peb2d,Female,Andrea,Victoria,Phillips,,360-52-1892,Heterosexual,42,2,2057-10-21,12:36 PM,,Blonde,Flowing,Brown,67.5,137.8,BODD,Raises eyebrow often while others are talking,"Hardworking, Charming, Multi-leveled",Unpatriotic,"Discontented, Incurious, Sadistic",(607) 506-1751,Personal: agarcia@hokmail.com,Passport: A79881984 - Exp: Oct 2105,Driver's License: Q28BSUE2 - Exp: Nov 2103,"Residence (val:3/size:19): 15 East Maple Street - Apartment 1106, Baxter Center, Dumphrey - 00000",Gray 2004 Jeep Wrangler - SUV - JKC6043,Bank Account (861819209): $0.21,"Animal(name='Seamus', animal_type='Dog', breed='Kaikadi', age=10, gender='Male')",Married,James Phillips (2047 -  ),Garcia,"[P4ea6, P335d, P4e78]","[P007c, Pf20b]",Paul Aaron Garcia (2028 - 2100),Katherine Cathy Garcia (2022 -  ),,Unemployed,0,[],[],[],"[P808c, Pcbe0, P1b6d, P4ea6, P335d, P4e78, P007c, Pf20b]",True,Paul Garcia and Cassie Garcia,True,True,False,Middle Age,Andrea Victoria Phillips,Andrea Phillips,Mrs.,F,Male,21.3,138 lbs,"5' 8""",2057 -  ,B+
P007c,Male,Wayne,,Garcia,,868-15-7889,Heterosexual,45,2,2054-08-25,07:06 PM,,Black,Touseled,Brown,80.1,155.1,BODD,Beats on surfaces with hands and/or fingers,"Undogmatic, Romantic, Uncomplaining",Political,"Narrow-minded, Unimpressive, Fickle",(426) 746-3751,Personal: wgarcia476@kmail.com,Passport: Z45081777 - Exp: Jun 2105,Driver's License: S19LVYD8 - Exp: Sep 2102,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 802, Baxter Center, Dumphrey - 00000",,Bank Account (755693598): $1.68,"Animal(name='Zorro', animal_type='Reptile', breed='Boa Constrictor', age=2, gender='Female')",Married,Jessica Michelle Key (2048 -  ),,[Pbe8e],"[Peb2d, Pf20b]",Paul Aaron Garcia (2028 - 2100),Katherine Cathy Garcia (2022 -  ),,Unemployed,0,[],[],[],"[P808c, Pcbe0, Pea56, Pbe8e, Peb2d, Pf20b]",True,Paul Garcia and Cassie Garcia,True,True,False,Middle Age,Wayne Garcia,Wayne Garcia,Mr.,M,Female,17.0,155 lbs,"6' 8""",2054 -  ,B+
Pf20b,Male,Derek,David,Garcia,,535-28-0266,Heterosexual,57,2,2042-12-12,08:35 AM,,Blonde,Wavy,Brown,63.3,209.8,BBDD,Swallows constantly,"Curious, Nonauthoritarian, Liberal",Artful,"Uncreative, Irascible, Insecure",(585) 124-8978,Personal: dgarcia52@kmail.com,Passport: F53831598 - Exp: Sep 2105,Driver's License: P05WHWY8 - Exp: Jun 2104,"Residence (val:2/size:4): 60 Denville Road - Apartment 1005, Baxter Center, Dumphrey - 00000",Brown 2005 Chevrolet Silverado 1500 Crew Cab - Pickup - HNY-893,Bank Account (664618940): $1.69,,Single,,,[],"[Peb2d, P007c]",Paul Aaron Garcia (2028 - 2100),Katherine Cathy Garcia (2022 -  ),,Unemployed,0,[],[],[],"[P808c, Pcbe0, Peb2d, P007c]",True,Paul Garcia and Cassie Garcia,True,True,False,Middle Age,Derek David Garcia,Derek Garcia,Mr.,M,Female,36.8,210 lbs,"5' 3""",2042 -  ,B+
Pa5af,Male,Christopher,Jesse,Bryant,Chris,296-07-2584,Heterosexual,52,2,2047-10-23,07:02 PM,2100-01-01,Black,Spiky,Brown,69.7,160.3,OBDD,Wears sleeves long with thumb holes to cover lower part of palm,"Decent, Shrewd, Anticipative",Undemanding,"Mealymouthed, Indecisive, Tense",(421) 913-0293,Personal: cbryant1023@kmail.com,Passport: Y38248817 - Exp: Feb 2102,Driver's License: P29GUSK3 - Exp: Feb 2100,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 601, Baxter Center, Dumphrey - 00000",,"Bank Account (828636709): $28,337.22","Animal(name='Scales', animal_type='Fish', breed='Guppy', age=5, gender='Female')",Married,Mikayla Bryant (2051 -  ),,[P796b],[P91a5],Ann Dawn Bryant (2033 -  ),Justin Barry Crane (2030 - 2099),,Unemployed,0,[],[],[],"[P8567, Pc2d0, P019a, P796b, P91a5]",False,Ann Bryant and Justin Crane,True,True,False,Middle Age (Deceased),Christopher Jesse Bryant,Chris Bryant,Mr.,M,Female,23.2,160 lbs,"5' 10""",2047 - 2100,O+
P91a5,Female,Laura,,Bryant,,486-42-5293,Homosexual,57,2,2042-03-22,04:55 AM,2099-09-12,Black,Touseled,Brown,68.7,148.8,OBDD,Clasps and unclasps fingers together,"Sentimental, Confident, Sober",Preoccupied,"Inconsiderate, Monstrous, Unpolished",(433) 380-5561,Personal: lbryant@yakoo.com,Passport: F52141200 - Exp: Oct 2099,Driver's License: Y24AIKG3 - Exp: Aug 2106,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 905, Baxter Center, Dumphrey - 00000",Black 1996 GMC Sonoma Regular Cab - Pickup - VIR-1802,"Bank Account (962409192): $15,340.93",,Married,Tina Jessica Bryant (2042 - 2100),,"[Pc5c3, P9165, P0b55]",[Pa5af],Ann Dawn Bryant (2033 -  ),Justin Barry Crane (2030 - 2099),,Unemployed,0,[],[],[],"[P8567, Pc2d0, P9895, Pc5c3, P9165, P0b55, Pa5af]",False,Ann Bryant and Justin Crane,True,True,False,Middle Age (Deceased),Laura Bryant,Laura Bryant,Mrs.,F,Female,22.2,149 lbs,"5' 9""",2042 - 2099,O+
P46a4,Female,Andrea,Jamie,Gomez,,802-52-9567,Heterosexual,55,2,2044-02-12,09:01 AM,2100-01-01,Black,Straight,Hazel,64.3,127.9,BOdD,Is sleepless,"Steady, Intuitive, Discreet",Sarcastic,"Disloyal, Ignorant, Outrageous",(486) 332-5105,Personal: andreagomez484@yakoo.com,Passport: G45741428 - Exp: Sep 2106,Driver's License: X20YEKY6 - Exp: Dec 2104,"Residence (val:5/size:5): 25 West Birch Street, Baxter Center, Dumphrey - 00000",Gray 2008 Lincoln Town Car - Sedan - D52 3RY,"Bank Account (546530966): $28,299.50","Animal(name='Spanky', animal_type='Dog', breed='Miniature Schnauzer', age=12, gender='Female')",Single,,,[],[P481b],Todd Michael Gomez (2028 -  ),Erica Gina Miranda (2025 -  ),,Unemployed,0,[],[],[],"[P8b58, P8eba, P481b]",False,Mike Gomez and Erica Miranda,True,True,False,Middle Age (Deceased),Andrea Jamie Gomez,Andrea Gomez,Ms.,F,Male,21.7,128 lbs,"5' 4""",2044 - 2100,B+
P481b,Male,Christopher,Jonathon,Gomez,Jonny,711-91-9648,Homosexual,57,2,2042-03-19,07:55 PM,,White,Flowing,Blue,69.7,154.5,ABdD,Wears clothing with sarcastic sayings,"Decisive, Forgiving, Modest",Solitary,"Venomous, Arrogantt, Mannered",(304) 766-7452,Personal: gomez686@kmail.com,Passport: I74991261 - Exp: Mar 2104,Driver's License: G76VVAC0 - Exp: Jul 2100,"Residence (val:4/size:4): 31 West Chestnut Street - Apartment C9, Baxter Center, Dumphrey - 00000","White 2012 Lamborghini Gallardo - Coupe, Convertible - ZM 2853",Bank Account (538641100): $684.06,,Married,Cristian Bobby Lewis (2046 -  ),,"[P2121, P4bf8]",[P46a4],Todd Michael Gomez (2028 -  ),Erica Gina Miranda (2025 -  ),,Unemployed,0,[],[],[],"[P8b58, P8eba, Pcec0, P2121, P4bf8, P46a4]",True,Mike Gomez and Erica Miranda,True,True,False,Middle Age,Christopher Jonathon Gomez,Jonny Gomez,Mr.,M,Male,22.4,154 lbs,"5' 10""",2042 -  ,AB+
P231c,Female,Cassandra,Hailey,Daniel,Cassie,060-94-4938,Homosexual,54,2,2045-12-02,12:40 PM,,Black,Curly,Brown,63.0,145.8,OBdD,Closes eyes briefly when music is heard,"Adventurous, Courteous, Impressive",Whimsical,"Airy, Stiff, Small-thinking",(897) 644-2777,Personal: cdaniel45@yakoo.com,Passport: U30457322 - Exp: Jun 2101,Driver's License: A14IHDU6 - Exp: Apr 2105,"Residence (val:4/size:4): 31 West Chestnut Street - Apartment D8, Baxter Center, Dumphrey - 00000",White 2009 GMC Sierra 1500 Regular Cab - Pickup - IK 47313,"Bank Account (707366747): $8,091.90",,Single,,,[],"[Pa13f, P6139]",Timothy Brian Daniel (2035 - 2100),Donna Stephanie Daniel (2026 - 2100),,Unemployed,0,[],[],[],"[P9413, P5a5a, Pa13f, P6139]",True,Timothy Daniel and Stephani Daniel,True,True,False,Middle Age,Cassandra Hailey Daniel,Cassie Daniel,Ms.,F,Female,25.8,146 lbs,"5' 3""",2045 -  ,O+
Pa13f,Female,Teresa,,Arnold,,143-73-3353,Heterosexual,49,2,2050-01-23,05:36 AM,2100-01-01,Blonde,Wavy,Brown,69.6,155.9,OBdD,Speaks multiple languages,"Suave, Logical, Esthetic",Paternalistic,"Neglectful, Dishonest, Astigmatic",(188) 869-6537,Personal: teresadaniel346@kmail.com,Passport: W54515649 - Exp: Dec 2105,Driver's License: F19XVXR8 - Exp: Apr 2099,"Residence (val:4/size:5): 341 North Route 66 - Apt. 5, Baxter Center, Dumphrey - 00000",Red 2016 Volvo XC60 - SUV - 1RQ D98,"Bank Account (539349016): $9,706.14",,Married,James Jacob Arnold (2045 - 2100),Daniel,[],"[P231c, P6139]",Timothy Brian Daniel (2035 - 2100),Donna Stephanie Daniel (2026 - 2100),,Unemployed,0,[],[],[],"[P9413, P5a5a, P153e, P231c, P6139]",False,Timothy Daniel and Stephani Daniel,True,True,False,Middle Age (Deceased),Teresa Arnold,Teresa Arnold,Mrs.,F,Male,22.6,156 lbs,"5' 10""",2050 - 2100,O+
P6139,Female,Stephanie,Kathleen,Daniel,,735-31-0927,Heterosexual,54,2,2045-07-06,12:28 PM,,Blonde,Touseled,Hazel,67.9,134.0,OBDD,Whistles while walking,"Gentle, Genuine, Hardworking",Stubborn,"Sedentary, Prejudiced, Venomous",(278) 258-8314,Personal: daniel129@outkook.com,Passport: K89653248 - Exp: Jan 2101,Driver's License: O35ZDFV6 - Exp: Dec 2101,"Residence (val:2/size:4): 60 Denville Road - Apartment 301, Baxter Center, Dumphrey - 00000",Black 2014 Ford F350 Super Duty Crew Cab - Pickup - HHY-779,"Bank Account (881065146): $25,332.15",,Single,,,[],"[P231c, Pa13f]",Timothy Brian Daniel (2035 - 2100),Donna Stephanie Daniel (2026 - 2100),,Unemployed,0,[],[],[],"[P9413, P5a5a, P231c, Pa13f]",True,Timothy Daniel and Stephani Daniel,True,True,False,Middle Age,Stephanie Kathleen Daniel,Stephanie Daniel,Ms.,F,Male,20.4,134 lbs,"5' 8""",2045 -  ,O+
Pea56,Female,Jessica,Michelle,Key,Mickey,005-11-9866,Heterosexual,51,2,2048-02-05,11:31 AM,,Blonde,Curly,Hazel,67.7,145.7,ABDd,Loudly points out faults in others,"Courteous, Captivating, Flexible",Stoiid,"Narrow, Ignorant, Fanatical",(205) 161-1637,Personal: jessicakey25@kmail.com,Passport: N29624202 - Exp: Dec 2108,Driver's License: H49YMTQ2 - Exp: Jun 2105,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 802, Baxter Center, Dumphrey - 00000",,"Bank Account (001801489): $32,143.91","Animal(name='Avery', animal_type='Dog', breed='Broholmer', age=4, gender='Male')",Married,Wayne Garcia (2054 -  ),,[Pbe8e],[P9766],Gina Jacqueline Key (2020 - 2089),John Michael Key (2031 -  ),,Unemployed,0,[],[],[],"[P501a, P216c, P007c, Pbe8e, P9766]",True,Jacqui Key and John Key,True,True,False,Middle Age,Jessica Michelle Key,Mickey Key,Mrs.,F,Male,22.3,146 lbs,"5' 8""",2048 -  ,AB+
P9766,Male,Patrick,,Key,Paddy,182-87-9793,Homosexual,43,2,2056-10-28,06:45 PM,,Blonde,Touseled,Hazel,71.0,196.2,BBDD,Taps fingernails on surface,"Vivacious, Creative, Independent",Ascetic,"Money-minded, Egocentric, Softheaded",(554) 282-0564,Personal: patrickkey75@yakoo.com,Passport: H33109563 - Exp: Aug 2105,Driver's License: P45XDEL4 - Exp: Dec 2100,"Residence (val:3/size:2): 3A East Larch Street - Apartment D5, Baxter Center, Dumphrey - 00000",Black 2016 Mercedes-Benz CLS-Class - Sedan - HGP-1131,Bank Account (879143872): $19.83,"Animal(name='Mason', animal_type='Dog', breed='Löwchen', age=12, gender='Female')",Single,,,[],[Pea56],Gina Jacqueline Key (2020 - 2089),John Michael Key (2031 -  ),,Unemployed,0,[],[],[],"[P501a, P216c, Pea56]",True,Jacqui Key and John Key,True,True,False,Middle Age,Patrick Key,Paddy Key,Mr.,M,Male,27.4,196 lbs,"5' 11""",2056 -  ,B+
P2330,Female,Jamie,Kathy,Smith,,480-96-1595,Heterosexual,39,2,2060-06-22,01:00 PM,2099-12-02,Brown,Unkempt,Hazel,62.8,144.5,OADd,Chain smokes,"Lyrical, Earnest, Peaceful",Subjective,"Dirty, Complaintive, Fraudulent",(189) 238-6710,Personal: jsmith60@outkook.com,Passport: A59117207 - Exp: Sep 2100,Driver's License: T28ONCI3 - Exp: Apr 2103,"Residence (val:3/size:4): 23 West Chestnut Street - Apartment 405, Baxter Center, Dumphrey - 00000",,"Bank Account (554781654): $37,089.60",,Single,,,[],[],Elizabeth Katherine Smith (2032 - 2093),Mark William Smith (2029 - 2100),,Unemployed,0,[],[],[],"[P1362, P1f3d]",False,Lizzy Smith and Bela Smith,True,True,False,Late Young Adult (Deceased),Jamie Kathy Smith,Jamie Smith,Ms.,F,Male,25.8,144 lbs,"5' 3""",2060 - 2099,O+
P153e,Male,James,Jacob,Arnold,,767-09-6135,Heterosexual,54,2,2045-09-11,07:35 AM,2100-01-01,Black,Flowing,Hazel,70.0,194.6,BOdD,Locked ankles,"Prudent, Profound, Good-natured",Retiring,"Hesitant, Pompous, Crazy",(183) 803-8875,Personal: jamesarnold96@outkook.com,Passport: Y51427357 - Exp: Apr 2107,Driver's License: R91STIR8 - Exp: Feb 2105,"Residence (val:4/size:5): 341 North Route 66 - Apt. 5, Baxter Center, Dumphrey - 00000",Tan 2009 Ford Flex - SUV - MOU 799,"Bank Account (699624503): $36,199.48","Animal(name='Tango', animal_type='Bird', breed='Canary', age=2, gender='Female')",Married,Teresa Arnold (2050 - 2100),,[],"[P8a0d, P37b0]",Kayla Arnold (2023 - 2095),Jeffrey Williamson (2039 -  ),,Unemployed,0,[],[],[],"[Pcd21, P4d26, Pa13f, P8a0d, P37b0]",False,Kayla Arnold and Geoff Williamson,True,True,False,Middle Age (Deceased),James Jacob Arnold,James Arnold,Mr.,M,Female,27.9,195 lbs,"5' 10""",2045 - 2100,B+
